,color,f_interval,f_proportion,left,name,proportion,right
24,#98df8a,0 to 5 minutes,0.08678,0.0,Envoy Air,0.08677601019443416,5.0
25,#98df8a,5 to 10 minutes,0.06881,5.0,Envoy Air,0.06881243063263041,10.0
26,#98df8a,10 to 15 minutes,0.05796,10.0,Envoy Air,0.057960291034652854,15.0
27,#98df8a,15 to 20 minutes,0.04263,15.0,Envoy Air,0.04262753319357093,20.0
28,#98df8a,20 to 25 minutes,0.03161,20.0,Envoy Air,0.03161096723804826,25.0
29,#98df8a,25 to 30 minutes,0.02618,25.0,Envoy Air,0.026184897439059482,30.0
30,#98df8a,30 to 35 minutes,0.02096,30.0,Envoy Air,0.020964360587002098,35.0
31,#98df8a,35 to 40 minutes,0.01907,35.0,Envoy Air,0.01907345747523328,40.0
32,#98df8a,40 to 45 minutes,0.01418,40.0,Envoy Air,0.014181773338266123,45.0
33,#98df8a,45 to 50 minutes,0.01307,45.0,Envoy Air,0.013071895424836602,50.0
34,#98df8a,50 to 55 minutes,0.01143,50.0,Envoy Air,0.011427631849385457,55.0
35,#98df8a,55 to 60 minutes,0.01056,55.0,Envoy Air,0.010564393472273606,60.0
36,#98df8a,60 to 65 minutes,0.01032,60.0,Envoy Air,0.010317753935955933,65.0
37,#98df8a,65 to 70 minutes,0.00797,65.0,Envoy Air,0.007974678340938053,70.0
38,#98df8a,70 to 75 minutes,0.00777,70.0,Envoy Air,0.00776914539400666,75.0
39,#98df8a,75 to 80 minutes,0.00633,75.0,Envoy Air,0.006330414765486908,80.0
40,#98df8a,80 to 85 minutes,0.00617,80.0,Envoy Air,0.006165988407941793,85.0
41,#98df8a,85 to 90 minutes,0.00534,85.0,Envoy Air,0.0053438566202162205,90.0
42,#98df8a,90 to 95 minutes,0.00534,90.0,Envoy Air,0.0053438566202162205,95.0
43,#98df8a,95 to 100 minutes,0.00485,95.0,Envoy Air,0.004850577547580877,100.0
44,#98df8a,100 to 105 minutes,0.00428,100.0,Envoy Air,0.004275085296172976,105.0
45,#98df8a,105 to 110 minutes,0.00288,105.0,Envoy Air,0.0028774612570395034,110.0
46,#98df8a,110 to 115 minutes,0.00341,110.0,Envoy Air,0.0034118469190611254,115.0
47,#98df8a,115 to 120 minutes,0.00362,115.0,Envoy Air,0.0036173798659925186,120.0
0,#2ca02c,-120 to -115 minutes,0.00000,-120.0,ExpressJet Airlines Inc.,0.0,-115.0
1,#2ca02c,-115 to -110 minutes,0.00000,-115.0,ExpressJet Airlines Inc.,0.0,-110.0
2,#2ca02c,-110 to -105 minutes,0.00000,-110.0,ExpressJet Airlines Inc.,0.0,-105.0
3,#2ca02c,-105 to -100 minutes,0.00000,-105.0,ExpressJet Airlines Inc.,0.0,-100.0
4,#2ca02c,-100 to -95 minutes,0.00000,-100.0,ExpressJet Airlines Inc.,0.0,-95.0
5,#2ca02c,-95 to -90 minutes,0.00000,-95.0,ExpressJet Airlines Inc.,0.0,-90.0
6,#2ca02c,-90 to -85 minutes,0.00000,-90.0,ExpressJet Airlines Inc.,0.0,-85.0
7,#2ca02c,-85 to -80 minutes,0.00000,-85.0,ExpressJet Airlines Inc.,0.0,-80.0
8,#2ca02c,-80 to -75 minutes,0.00000,-80.0,ExpressJet Airlines Inc.,0.0,-75.0
9,#2ca02c,-75 to -70 minutes,0.00000,-75.0,ExpressJet Airlines Inc.,0.0,-70.0
10,#2ca02c,-70 to -65 minutes,0.00000,-70.0,ExpressJet Airlines Inc.,0.0,-65.0
11,#2ca02c,-65 to -60 minutes,0.00006,-65.0,ExpressJet Airlines Inc.,6.167255982238303e-05,-60.0
12,#2ca02c,-60 to -55 minutes,0.00008,-60.0,ExpressJet Airlines Inc.,8.223007976317738e-05,-55.0
13,#2ca02c,-55 to -50 minutes,0.00031,-55.0,ExpressJet Airlines Inc.,0.00030836279911191516,-50.0
14,#2ca02c,-50 to -45 minutes,0.00095,-50.0,ExpressJet Airlines Inc.,0.0009456459172765397,-45.0
15,#2ca02c,-45 to -40 minutes,0.00251,-45.0,ExpressJet Airlines Inc.,0.0025080174327769098,-40.0
16,#2ca02c,-40 to -35 minutes,0.00814,-40.0,ExpressJet Airlines Inc.,0.00814077789655456,-35.0
17,#2ca02c,-35 to -30 minutes,0.01653,-35.0,ExpressJet Airlines Inc.,0.016528246032398653,-30.0
18,#2ca02c,-30 to -25 minutes,0.03713,-30.0,ExpressJet Airlines Inc.,0.037126881013074584,-25.0
19,#2ca02c,-25 to -20 minutes,0.06289,-25.0,ExpressJet Airlines Inc.,0.0628854534988899,-20.0
20,#2ca02c,-20 to -15 minutes,0.09378,-20.0,ExpressJet Airlines Inc.,0.0937834059699038,-15.0
21,#2ca02c,-15 to -10 minutes,0.10641,-15.0,ExpressJet Airlines Inc.,0.10640572321355152,-10.0
22,#2ca02c,-10 to -5 minutes,0.10741,-10.0,ExpressJet Airlines Inc.,0.10741304169065044,-5.0
23,#2ca02c,-5 to 0 minutes,0.09467,-5.0,ExpressJet Airlines Inc.,0.09466737932735794,0.0
24,#2ca02c,0 to 5 minutes,0.07582,0.0,ExpressJet Airlines Inc.,0.07581613354164954,5.0
25,#2ca02c,5 to 10 minutes,0.05966,5.0,ExpressJet Airlines Inc.,0.059657922868185186,10.0
26,#2ca02c,10 to 15 minutes,0.04720,10.0,ExpressJet Airlines Inc.,0.04720006578406381,15.0
27,#2ca02c,15 to 20 minutes,0.03624,15.0,ExpressJet Airlines Inc.,0.036242907655620424,20.0
28,#2ca02c,20 to 25 minutes,0.03051,20.0,ExpressJet Airlines Inc.,0.030507359592138805,25.0
29,#2ca02c,25 to 30 minutes,0.02543,25.0,ExpressJet Airlines Inc.,0.0254296521667626,30.0
30,#2ca02c,30 to 35 minutes,0.02292,30.0,ExpressJet Airlines Inc.,0.02292163473398569,35.0
31,#2ca02c,35 to 40 minutes,0.01934,35.0,ExpressJet Airlines Inc.,0.019344626264287478,40.0
32,#2ca02c,40 to 45 minutes,0.01696,40.0,ExpressJet Airlines Inc.,0.01695995395115533,45.0
33,#2ca02c,45 to 50 minutes,0.01581,45.0,ExpressJet Airlines Inc.,0.01580873283447085,50.0
34,#2ca02c,50 to 55 minutes,0.01511,50.0,ExpressJet Airlines Inc.,0.015109777156483841,55.0
35,#2ca02c,55 to 60 minutes,0.01262,55.0,ExpressJet Airlines Inc.,0.012622317243647726,60.0
36,#2ca02c,60 to 65 minutes,0.01190,60.0,ExpressJet Airlines Inc.,0.011902804045719924,65.0
37,#2ca02c,65 to 70 minutes,0.01024,65.0,ExpressJet Airlines Inc.,0.010237644930515582,70.0
38,#2ca02c,70 to 75 minutes,0.00999,70.0,ExpressJet Airlines Inc.,0.00999095469122605,75.0
39,#2ca02c,75 to 80 minutes,0.00909,75.0,ExpressJet Airlines Inc.,0.0090864238138311,80.0
40,#2ca02c,80 to 85 minutes,0.00835,80.0,ExpressJet Airlines Inc.,0.008346353095962503,85.0
41,#2ca02c,85 to 90 minutes,0.00736,85.0,ExpressJet Airlines Inc.,0.007359592138804375,90.0
42,#2ca02c,90 to 95 minutes,0.00654,90.0,ExpressJet Airlines Inc.,0.006537291341172601,95.0
43,#2ca02c,95 to 100 minutes,0.00662,95.0,ExpressJet Airlines Inc.,0.006619521420935778,100.0
44,#2ca02c,100 to 105 minutes,0.00615,100.0,ExpressJet Airlines Inc.,0.006146698462297508,105.0
45,#2ca02c,105 to 110 minutes,0.00495,105.0,ExpressJet Airlines Inc.,0.004954362305731436,110.0
46,#2ca02c,110 to 115 minutes,0.00530,110.0,ExpressJet Airlines Inc.,0.00530384014472494,115.0
47,#2ca02c,115 to 120 minutes,0.00504,115.0,ExpressJet Airlines Inc.,0.005036592385494614,120.0
0,#e377c2,-120 to -115 minutes,0.00000,-120.0,Frontier Airlines Inc.,0.0,-115.0
1,#e377c2,-115 to -110 minutes,0.00000,-115.0,Frontier Airlines Inc.,0.0,-110.0
2,#e377c2,-110 to -105 minutes,0.00000,-110.0,Frontier Airlines Inc.,0.0,-105.0
3,#e377c2,-105 to -100 minutes,0.00000,-105.0,Frontier Airlines Inc.,0.0,-100.0
4,#e377c2,-100 to -95 minutes,0.00000,-100.0,Frontier Airlines Inc.,0.0,-95.0
5,#e377c2,-95 to -90 minutes,0.00000,-95.0,Frontier Airlines Inc.,0.0,-90.0
6,#e377c2,-90 to -85 minutes,0.00000,-90.0,Frontier Airlines Inc.,0.0,-85.0
7,#e377c2,-85 to -80 minutes,0.00000,-85.0,Frontier Airlines Inc.,0.0,-80.0
8,#e377c2,-80 to -75 minutes,0.00000,-80.0,Frontier Airlines Inc.,0.0,-75.0
9,#e377c2,-75 to -70 minutes,0.00000,-75.0,Frontier Airlines Inc.,0.0,-70.0
10,#e377c2,-70 to -65 minutes,0.00000,-70.0,Frontier Airlines Inc.,0.0,-65.0
11,#e377c2,-65 to -60 minutes,0.00000,-65.0,Frontier Airlines Inc.,0.0,-60.0
12,#e377c2,-60 to -55 minutes,0.00000,-60.0,Frontier Airlines Inc.,0.0,-55.0
13,#e377c2,-55 to -50 minutes,0.00000,-55.0,Frontier Airlines Inc.,0.0,-50.0
14,#e377c2,-50 to -45 minutes,0.00156,-50.0,Frontier Airlines Inc.,0.001564945226917058,-45.0
15,#e377c2,-45 to -40 minutes,0.00000,-45.0,Frontier Airlines Inc.,0.0,-40.0
16,#e377c2,-40 to -35 minutes,0.00313,-40.0,Frontier Airlines Inc.,0.003129890453834116,-35.0
17,#e377c2,-35 to -30 minutes,0.00939,-35.0,Frontier Airlines Inc.,0.009389671361502348,-30.0
18,#e377c2,-30 to -25 minutes,0.02660,-30.0,Frontier Airlines Inc.,0.026604068857589983,-25.0
19,#e377c2,-25 to -20 minutes,0.07199,-25.0,Frontier Airlines Inc.,0.07198748043818466,-20.0
20,#e377c2,-20 to -15 minutes,0.05790,-20.0,Frontier Airlines Inc.,0.057902973395931145,-15.0
21,#e377c2,-15 to -10 minutes,0.06886,-15.0,Frontier Airlines Inc.,0.06885758998435054,-10.0
22,#e377c2,-10 to -5 minutes,0.09233,-10.0,Frontier Airlines Inc.,0.09233176838810642,-5.0
23,#e377c2,-5 to 0 minutes,0.09233,-5.0,Frontier Airlines Inc.,0.09233176838810642,0.0
24,#e377c2,0 to 5 minutes,0.09233,0.0,Frontier Airlines Inc.,0.09233176838810642,5.0
25,#e377c2,5 to 10 minutes,0.07042,5.0,Frontier Airlines Inc.,0.07042253521126761,10.0
26,#e377c2,10 to 15 minutes,0.06573,10.0,Frontier Airlines Inc.,0.06572769953051644,15.0
27,#e377c2,15 to 20 minutes,0.05790,15.0,Frontier Airlines Inc.,0.057902973395931145,20.0
28,#e377c2,20 to 25 minutes,0.05477,20.0,Frontier Airlines Inc.,0.054773082942097026,25.0
29,#e377c2,25 to 30 minutes,0.02973,25.0,Frontier Airlines Inc.,0.0297339593114241,30.0
30,#e377c2,30 to 35 minutes,0.03599,30.0,Frontier Airlines Inc.,0.03599374021909233,35.0
31,#e377c2,35 to 40 minutes,0.03130,35.0,Frontier Airlines Inc.,0.03129890453834116,40.0
32,#e377c2,40 to 45 minutes,0.02973,40.0,Frontier Airlines Inc.,0.0297339593114241,45.0
33,#e377c2,45 to 50 minutes,0.01252,45.0,Frontier Airlines Inc.,0.012519561815336464,50.0
34,#e377c2,50 to 55 minutes,0.01408,50.0,Frontier Airlines Inc.,0.014084507042253521,55.0
35,#e377c2,55 to 60 minutes,0.01095,55.0,Frontier Airlines Inc.,0.010954616588419406,60.0
36,#e377c2,60 to 65 minutes,0.00626,60.0,Frontier Airlines Inc.,0.006259780907668232,65.0
37,#e377c2,65 to 70 minutes,0.00939,65.0,Frontier Airlines Inc.,0.009389671361502348,70.0
38,#e377c2,70 to 75 minutes,0.00939,70.0,Frontier Airlines Inc.,0.009389671361502348,75.0
39,#e377c2,75 to 80 minutes,0.00782,75.0,Frontier Airlines Inc.,0.00782472613458529,80.0
40,#e377c2,80 to 85 minutes,0.00782,80.0,Frontier Airlines Inc.,0.00782472613458529,85.0
41,#e377c2,85 to 90 minutes,0.00469,85.0,Frontier Airlines Inc.,0.004694835680751174,90.0
42,#e377c2,90 to 95 minutes,0.00469,90.0,Frontier Airlines Inc.,0.004694835680751174,95.0
43,#e377c2,95 to 100 minutes,0.00626,95.0,Frontier Airlines Inc.,0.006259780907668232,100.0
44,#e377c2,100 to 105 minutes,0.00939,100.0,Frontier Airlines Inc.,0.009389671361502348,105.0
45,#e377c2,105 to 110 minutes,0.00156,105.0,Frontier Airlines Inc.,0.001564945226917058,110.0
46,#e377c2,110 to 115 minutes,0.00156,110.0,Frontier Airlines Inc.,0.001564945226917058,115.0
47,#e377c2,115 to 120 minutes,0.00156,115.0,Frontier Airlines Inc.,0.001564945226917058,120.0
0,#f7b6d2,-120 to -115 minutes,0.00000,-120.0,Hawaiian Airlines Inc.,0.0,-115.0
1,#f7b6d2,-115 to -110 minutes,0.00000,-115.0,Hawaiian Airlines Inc.,0.0,-110.0
2,#f7b6d2,-110 to -105 minutes,0.00000,-110.0,Hawaiian Airlines Inc.,0.0,-105.0
3,#f7b6d2,-105 to -100 minutes,0.00000,-105.0,Hawaiian Airlines Inc.,0.0,-100.0
4,#f7b6d2,-100 to -95 minutes,0.00000,-100.0,Hawaiian Airlines Inc.,0.0,-95.0
5,#f7b6d2,-95 to -90 minutes,0.00000,-95.0,Hawaiian Airlines Inc.,0.0,-90.0
6,#f7b6d2,-90 to -85 minutes,0.00000,-90.0,Hawaiian Airlines Inc.,0.0,-85.0
7,#f7b6d2,-85 to -80 minutes,0.00000,-85.0,Hawaiian Airlines Inc.,0.0,-80.0
8,#f7b6d2,-80 to -75 minutes,0.00000,-80.0,Hawaiian Airlines Inc.,0.0,-75.0
9,#f7b6d2,-75 to -70 minutes,0.00000,-75.0,Hawaiian Airlines Inc.,0.0,-70.0
10,#f7b6d2,-70 to -65 minutes,0.00297,-70.0,Hawaiian Airlines Inc.,0.002967359050445104,-65.0
11,#f7b6d2,-65 to -60 minutes,0.01187,-65.0,Hawaiian Airlines Inc.,0.011869436201780416,-60.0
12,#f7b6d2,-60 to -55 minutes,0.02967,-60.0,Hawaiian Airlines Inc.,0.02967359050445104,-55.0
13,#f7b6d2,-55 to -50 minutes,0.01780,-55.0,Hawaiian Airlines Inc.,0.017804154302670624,-50.0
14,#f7b6d2,-50 to -45 minutes,0.00890,-50.0,Hawaiian Airlines Inc.,0.008902077151335312,-45.0
15,#f7b6d2,-45 to -40 minutes,0.04451,-45.0,Hawaiian Airlines Inc.,0.04451038575667656,-40.0
16,#f7b6d2,-40 to -35 minutes,0.03561,-40.0,Hawaiian Airlines Inc.,0.03560830860534125,-35.0
17,#f7b6d2,-35 to -30 minutes,0.06825,-35.0,Hawaiian Airlines Inc.,0.06824925816023739,-30.0
18,#f7b6d2,-30 to -25 minutes,0.08012,-30.0,Hawaiian Airlines Inc.,0.08011869436201781,-25.0
19,#f7b6d2,-25 to -20 minutes,0.07122,-25.0,Hawaiian Airlines Inc.,0.0712166172106825,-20.0
20,#f7b6d2,-20 to -15 minutes,0.09199,-20.0,Hawaiian Airlines Inc.,0.09198813056379822,-15.0
21,#f7b6d2,-15 to -10 minutes,0.08012,-15.0,Hawaiian Airlines Inc.,0.08011869436201781,-10.0
22,#f7b6d2,-10 to -5 minutes,0.09199,-10.0,Hawaiian Airlines Inc.,0.09198813056379822,-5.0
23,#f7b6d2,-5 to 0 minutes,0.08012,-5.0,Hawaiian Airlines Inc.,0.08011869436201781,0.0
24,#f7b6d2,0 to 5 minutes,0.06825,0.0,Hawaiian Airlines Inc.,0.06824925816023739,5.0
25,#f7b6d2,5 to 10 minutes,0.03858,5.0,Hawaiian Airlines Inc.,0.03857566765578635,10.0
26,#f7b6d2,10 to 15 minutes,0.06231,10.0,Hawaiian Airlines Inc.,0.06231454005934718,15.0
27,#f7b6d2,15 to 20 minutes,0.02671,15.0,Hawaiian Airlines Inc.,0.026706231454005934,20.0
28,#f7b6d2,20 to 25 minutes,0.02967,20.0,Hawaiian Airlines Inc.,0.02967359050445104,25.0
29,#f7b6d2,25 to 30 minutes,0.01484,25.0,Hawaiian Airlines Inc.,0.01483679525222552,30.0
30,#f7b6d2,30 to 35 minutes,0.01187,30.0,Hawaiian Airlines Inc.,0.011869436201780416,35.0
31,#f7b6d2,35 to 40 minutes,0.01484,35.0,Hawaiian Airlines Inc.,0.01483679525222552,40.0
32,#f7b6d2,40 to 45 minutes,0.00297,40.0,Hawaiian Airlines Inc.,0.002967359050445104,45.0
33,#f7b6d2,45 to 50 minutes,0.00000,45.0,Hawaiian Airlines Inc.,0.0,50.0
34,#f7b6d2,50 to 55 minutes,0.00297,50.0,Hawaiian Airlines Inc.,0.002967359050445104,55.0
35,#f7b6d2,55 to 60 minutes,0.00297,55.0,Hawaiian Airlines Inc.,0.002967359050445104,60.0
36,#f7b6d2,60 to 65 minutes,0.00000,60.0,Hawaiian Airlines Inc.,0.0,65.0
37,#f7b6d2,65 to 70 minutes,0.00297,65.0,Hawaiian Airlines Inc.,0.002967359050445104,70.0
38,#f7b6d2,70 to 75 minutes,0.00000,70.0,Hawaiian Airlines Inc.,0.0,75.0
39,#f7b6d2,75 to 80 minutes,0.00000,75.0,Hawaiian Airlines Inc.,0.0,80.0
40,#f7b6d2,80 to 85 minutes,0.00593,80.0,Hawaiian Airlines Inc.,0.005934718100890208,85.0
41,#f7b6d2,85 to 90 minutes,0.00000,85.0,Hawaiian Airlines Inc.,0.0,90.0
42,#f7b6d2,90 to 95 minutes,0.00000,90.0,Hawaiian Airlines Inc.,0.0,95.0
43,#f7b6d2,95 to 100 minutes,0.00000,95.0,Hawaiian Airlines Inc.,0.0,100.0
44,#f7b6d2,100 to 105 minutes,0.00000,100.0,Hawaiian Airlines Inc.,0.0,105.0
45,#f7b6d2,105 to 110 minutes,0.00000,105.0,Hawaiian Airlines Inc.,0.0,110.0
46,#f7b6d2,110 to 115 minutes,0.00000,110.0,Hawaiian Airlines Inc.,0.0,115.0
47,#f7b6d2,115 to 120 minutes,0.00000,115.0,Hawaiian Airlines Inc.,0.0,120.0
0,#ff7f0e,-120 to -115 minutes,0.00000,-120.0,JetBlue Airways,0.0,-115.0
1,#ff7f0e,-115 to -110 minutes,0.00000,-115.0,JetBlue Airways,0.0,-110.0
2,#ff7f0e,-110 to -105 minutes,0.00000,-110.0,JetBlue Airways,0.0,-105.0
3,#ff7f0e,-105 to -100 minutes,0.00000,-105.0,JetBlue Airways,0.0,-100.0
4,#ff7f0e,-100 to -95 minutes,0.00000,-100.0,JetBlue Airways,0.0,-95.0
5,#ff7f0e,-95 to -90 minutes,0.00000,-95.0,JetBlue Airways,0.0,-90.0
6,#ff7f0e,-90 to -85 minutes,0.00000,-90.0,JetBlue Airways,0.0,-85.0
7,#ff7f0e,-85 to -80 minutes,0.00000,-85.0,JetBlue Airways,0.0,-80.0
8,#ff7f0e,-80 to -75 minutes,0.00000,-80.0,JetBlue Airways,0.0,-75.0
9,#ff7f0e,-75 to -70 minutes,0.00002,-75.0,JetBlue Airways,1.912484700122399e-05,-70.0
10,#ff7f0e,-70 to -65 minutes,0.00008,-70.0,JetBlue Airways,7.649938800489595e-05,-65.0
11,#ff7f0e,-65 to -60 minutes,0.00031,-65.0,JetBlue Airways,0.0003059975520195838,-60.0
12,#ff7f0e,-60 to -55 minutes,0.00061,-60.0,JetBlue Airways,0.0006119951040391676,-55.0
13,#ff7f0e,-55 to -50 minutes,0.00109,-55.0,JetBlue Airways,0.0010901162790697674,-50.0
14,#ff7f0e,-50 to -45 minutes,0.00233,-50.0,JetBlue Airways,0.002333231334149327,-45.0
15,#ff7f0e,-45 to -40 minutes,0.00484,-45.0,JetBlue Airways,0.00483858629130967,-40.0
16,#ff7f0e,-40 to -35 minutes,0.00878,-40.0,JetBlue Airways,0.00877830477356181,-35.0
17,#ff7f0e,-35 to -30 minutes,0.01880,-35.0,JetBlue Airways,0.018799724602203183,-30.0
18,#ff7f0e,-30 to -25 minutes,0.03573,-30.0,JetBlue Airways,0.03572521419828641,-25.0
19,#ff7f0e,-25 to -20 minutes,0.06248,-25.0,JetBlue Airways,0.06248087515299878,-20.0
20,#ff7f0e,-20 to -15 minutes,0.09691,-20.0,JetBlue Airways,0.09690559975520195,-15.0
21,#ff7f0e,-15 to -10 minutes,0.11724,-15.0,JetBlue Airways,0.11723531211750306,-10.0
22,#ff7f0e,-10 to -5 minutes,0.11465,-10.0,JetBlue Airways,0.11465345777233782,-5.0
23,#ff7f0e,-5 to 0 minutes,0.10060,-5.0,JetBlue Airways,0.10059669522643819,0.0
24,#ff7f0e,0 to 5 minutes,0.08021,0.0,JetBlue Airways,0.08020960832313341,5.0
25,#ff7f0e,5 to 10 minutes,0.06196,5.0,JetBlue Airways,0.06196450428396573,10.0
26,#ff7f0e,10 to 15 minutes,0.04846,10.0,JetBlue Airways,0.04846236230110159,15.0
27,#ff7f0e,15 to 20 minutes,0.03894,15.0,JetBlue Airways,0.03893818849449204,20.0
28,#ff7f0e,20 to 25 minutes,0.03077,20.0,JetBlue Airways,0.0307718788249694,25.0
29,#ff7f0e,25 to 30 minutes,0.02446,25.0,JetBlue Airways,0.024460679314565484,30.0
30,#ff7f0e,30 to 35 minutes,0.02062,30.0,JetBlue Airways,0.020616585067319462,35.0
31,#ff7f0e,35 to 40 minutes,0.01796,35.0,JetBlue Airways,0.017958231334149328,40.0
32,#ff7f0e,40 to 45 minutes,0.01534,40.0,JetBlue Airways,0.01533812729498164,45.0
33,#ff7f0e,45 to 50 minutes,0.01327,45.0,JetBlue Airways,0.013272643818849449,50.0
34,#ff7f0e,50 to 55 minutes,0.01058,50.0,JetBlue Airways,0.010576040391676866,55.0
35,#ff7f0e,55 to 60 minutes,0.00981,55.0,JetBlue Airways,0.009811046511627907,60.0
36,#ff7f0e,60 to 65 minutes,0.00887,60.0,JetBlue Airways,0.008873929008567932,65.0
37,#ff7f0e,65 to 70 minutes,0.00767,65.0,JetBlue Airways,0.00766906364749082,70.0
38,#ff7f0e,70 to 75 minutes,0.00635,70.0,JetBlue Airways,0.006349449204406365,75.0
39,#ff7f0e,75 to 80 minutes,0.00633,75.0,JetBlue Airways,0.006330324357405141,80.0
40,#ff7f0e,80 to 85 minutes,0.00578,80.0,JetBlue Airways,0.005775703794369645,85.0
41,#ff7f0e,85 to 90 minutes,0.00495,85.0,JetBlue Airways,0.004953335373317013,90.0
42,#ff7f0e,90 to 95 minutes,0.00442,90.0,JetBlue Airways,0.004417839657282742,95.0
43,#ff7f0e,95 to 100 minutes,0.00440,95.0,JetBlue Airways,0.004398714810281518,100.0
44,#ff7f0e,100 to 105 minutes,0.00402,100.0,JetBlue Airways,0.004016217870257038,105.0
45,#ff7f0e,105 to 110 minutes,0.00339,105.0,JetBlue Airways,0.0033850979192166465,110.0
46,#ff7f0e,110 to 115 minutes,0.00335,110.0,JetBlue Airways,0.0033468482252141983,115.0
47,#ff7f0e,115 to 120 minutes,0.00365,115.0,JetBlue Airways,0.003652845777233782,120.0
0,#7f7f7f,-120 to -115 minutes,0.00000,-120.0,Mesa Airlines Inc.,0.0,-115.0
1,#7f7f7f,-115 to -110 minutes,0.00000,-115.0,Mesa Airlines Inc.,0.0,-110.0
2,#7f7f7f,-110 to -105 minutes,0.00000,-110.0,Mesa Airlines Inc.,0.0,-105.0
3,#7f7f7f,-105 to -100 minutes,0.00000,-105.0,Mesa Airlines Inc.,0.0,-100.0
4,#7f7f7f,-100 to -95 minutes,0.00000,-100.0,Mesa Airlines Inc.,0.0,-95.0
5,#7f7f7f,-95 to -90 minutes,0.00000,-95.0,Mesa Airlines Inc.,0.0,-90.0
6,#7f7f7f,-90 to -85 minutes,0.00000,-90.0,Mesa Airlines Inc.,0.0,-85.0
7,#7f7f7f,-85 to -80 minutes,0.00000,-85.0,Mesa Airlines Inc.,0.0,-80.0
8,#7f7f7f,-80 to -75 minutes,0.00000,-80.0,Mesa Airlines Inc.,0.0,-75.0
9,#7f7f7f,-75 to -70 minutes,0.00000,-75.0,Mesa Airlines Inc.,0.0,-70.0
10,#7f7f7f,-70 to -65 minutes,0.00000,-70.0,Mesa Airlines Inc.,0.0,-65.0
11,#7f7f7f,-65 to -60 minutes,0.00000,-65.0,Mesa Airlines Inc.,0.0,-60.0
12,#7f7f7f,-60 to -55 minutes,0.00000,-60.0,Mesa Airlines Inc.,0.0,-55.0
13,#7f7f7f,-55 to -50 minutes,0.00000,-55.0,Mesa Airlines Inc.,0.0,-50.0
14,#7f7f7f,-50 to -45 minutes,0.00390,-50.0,Mesa Airlines Inc.,0.003898635477582846,-45.0
15,#7f7f7f,-45 to -40 minutes,0.00585,-45.0,Mesa Airlines Inc.,0.005847953216374269,-40.0
16,#7f7f7f,-40 to -35 minutes,0.00585,-40.0,Mesa Airlines Inc.,0.005847953216374269,-35.0
17,#7f7f7f,-35 to -30 minutes,0.03509,-35.0,Mesa Airlines Inc.,0.03508771929824561,-30.0
18,#7f7f7f,-30 to -25 minutes,0.04094,-30.0,Mesa Airlines Inc.,0.04093567251461988,-25.0
19,#7f7f7f,-25 to -20 minutes,0.07797,-25.0,Mesa Airlines Inc.,0.07797270955165692,-20.0
20,#7f7f7f,-20 to -15 minutes,0.11696,-20.0,Mesa Airlines Inc.,0.11695906432748537,-15.0
21,#7f7f7f,-15 to -10 minutes,0.12281,-15.0,Mesa Airlines Inc.,0.12280701754385964,-10.0
22,#7f7f7f,-10 to -5 minutes,0.07992,-10.0,Mesa Airlines Inc.,0.07992202729044834,-5.0
23,#7f7f7f,-5 to 0 minutes,0.05653,-5.0,Mesa Airlines Inc.,0.056530214424951264,0.0
24,#7f7f7f,0 to 5 minutes,0.06238,0.0,Mesa Airlines Inc.,0.06237816764132553,5.0
25,#7f7f7f,5 to 10 minutes,0.05653,5.0,Mesa Airlines Inc.,0.056530214424951264,10.0
26,#7f7f7f,10 to 15 minutes,0.04678,10.0,Mesa Airlines Inc.,0.04678362573099415,15.0
27,#7f7f7f,15 to 20 minutes,0.04483,15.0,Mesa Airlines Inc.,0.04483430799220273,20.0
28,#7f7f7f,20 to 25 minutes,0.03899,20.0,Mesa Airlines Inc.,0.03898635477582846,25.0
29,#7f7f7f,25 to 30 minutes,0.01949,25.0,Mesa Airlines Inc.,0.01949317738791423,30.0
30,#7f7f7f,30 to 35 minutes,0.00975,30.0,Mesa Airlines Inc.,0.009746588693957114,35.0
31,#7f7f7f,35 to 40 minutes,0.01559,35.0,Mesa Airlines Inc.,0.015594541910331383,40.0
32,#7f7f7f,40 to 45 minutes,0.01365,40.0,Mesa Airlines Inc.,0.01364522417153996,45.0
33,#7f7f7f,45 to 50 minutes,0.01754,45.0,Mesa Airlines Inc.,0.017543859649122806,50.0
34,#7f7f7f,50 to 55 minutes,0.01559,50.0,Mesa Airlines Inc.,0.015594541910331383,55.0
35,#7f7f7f,55 to 60 minutes,0.02534,55.0,Mesa Airlines Inc.,0.025341130604288498,60.0
36,#7f7f7f,60 to 65 minutes,0.01559,60.0,Mesa Airlines Inc.,0.015594541910331383,65.0
37,#7f7f7f,65 to 70 minutes,0.01170,65.0,Mesa Airlines Inc.,0.011695906432748537,70.0
38,#7f7f7f,70 to 75 minutes,0.00780,70.0,Mesa Airlines Inc.,0.007797270955165692,75.0
39,#7f7f7f,75 to 80 minutes,0.01170,75.0,Mesa Airlines Inc.,0.011695906432748537,80.0
40,#7f7f7f,80 to 85 minutes,0.00585,80.0,Mesa Airlines Inc.,0.005847953216374269,85.0
41,#7f7f7f,85 to 90 minutes,0.00390,85.0,Mesa Airlines Inc.,0.003898635477582846,90.0
42,#7f7f7f,90 to 95 minutes,0.00585,90.0,Mesa Airlines Inc.,0.005847953216374269,95.0
